# Astrax offline transition dataset
# state values are finite and bounded to [-1, 1]
action,reward,terminal,state,next_state
1,0.10027235,0,-0.127150744;0.344055951;-0.118189432;0.00159420131;-0.347077012;0.00349474698;-0.365341604;0.237881795;-0.000842448848;-0.00197335193;-0.00146248029;-0.00892030168;0.00197624858;0.0014333321;-0.00272930018;-0.00439923303;0.00134144595;0.0031816836;-0.00159287383;-4.84890188e-05;0.000154453446;-0.00011715258;0.00274369027;0.000590184354;-0.00165323354;0.00109847588;0.00271646446;0.00419149082;0.00183498394;0.000660355203;-0.00394646497;-0.000688389002,-0.127886608;0.454328299;-0.117902622;0.00110134296;-0.345783144;0.00290501164;-0.365715086;0.237084895;-0.0013397797;-0.00298506976;-0.00236892886;-0.00872204453;0.00305148354;0.00281979982;-0.00156846084;-0.00488335174;0.000919187383;0.00382789597;-0.000559305772;-2.43173417e-07;-0.000676400727;-8.92898533e-05;0.00207815762;0.000842966605;-0.00219641067;-4.33252426e-05;0.00128678151;0.00364511134;0.00126759592;4.94345441e-05;-0.00490219472;-0.00131046632
5,0.0861152932,0,-0.127886608;0.454328299;-0.117902622;0.00110134296;-0.345783144;0.00290501164;-0.365715086;0.237084895;-0.0013397797;-0.00298506976;-0.00236892886;-0.00872204453;0.00305148354;0.00281979982;-0.00156846084;-0.00488335174;0.000919187383;0.00382789597;-0.000559305772;-2.43173417e-07;-0.000676400727;-8.92898533e-05;0.00207815762;0.000842966605;-0.00219641067;-4.33252426e-05;0.00128678151;0.00364511134;0.00126759592;4.94345441e-05;-0.00490219472;-0.00131046632,-0.12651214;0.452984691;-0.118182875;0.00201603584;-0.343790799;0.125508249;-0.365965158;0.238072589;-0.00105984311;-0.00250591524;-0.00327304774;-0.00835054461;0.0042610094;0.0038208894;-0.00150765909;-0.00366856996;0.00182067254;0.00374250533;0.00019400788;-0.000737927563;0.000639402133;0.000696310657;0.00165948039;0.00183858245;-0.00176410854;0.00129645492;0.00276178843;0.00424974039;0.000948734931;0.00114799896;-0.00353946793;-0.00201585284
0,0.112684585,0,-0.12651214;0.452984691;-0.118182875;0.00201603584;-0.343790799;0.125508249;-0.365965158;0.238072589;-0.00105984311;-0.00250591524;-0.00327304774;-0.00835054461;0.0042610094;0.0038208894;-0.00150765909;-0.00366856996;0.00182067254;0.00374250533;0.00019400788;-0.000737927563;0.000639402133;0.000696310657;0.00165948039;0.00183858245;-0.00176410854;0.00129645492;0.00276178843;0.00424974039;0.000948734931;0.00114799896;-0.00353946793;-0.00201585284,-0.249196723;0.451473564;-0.119169429;0.00171381561;-0.344449341;0.123873606;-0.36522302;0.236736208;-0.000655681128;-0.00148778816;-0.00399053562;-0.00916374475;0.00362488092;0.00363457552;-0.000793652784;-0.0040731146;0.00318948831;0.00491403369;0.00155890791;-0.00186795066;-0.000771023217;0.000763204705;0.00219041202;0.00116946525;-0.00180025108;0.000677734613;0.00386161008;0.00487374607;0.00111499405;0.00206780713;-0.00448329467;-0.00334511604
3,-0.0485124812,0,-0.249196723;0.451473564;-0.119169429;0.00171381561;-0.344449341;0.123873606;-0.36522302;0.236736208;-0.000655681128;-0.00148778816;-0.00399053562;-0.00916374475;0.00362488092;0.00363457552;-0.000793652784;-0.0040731146;0.00318948831;0.00491403369;0.00155890791;-0.00186795066;-0.000771023217;0.000763204705;0.00219041202;0.00116946525;-0.00180025108;0.000677734613;0.00386161008;0.00487374607;0.00111499405;0.00206780713;-0.00448329467;-0.00334511604,-0.249398157;0.4495143;-0.117492728;-0.110367849;-0.343479097;0.123140708;-0.365121156;0.236371502;4.91141691e-05;-0.000580713386;-0.00308314688;-0.00981313735;0.00457083341;0.00378029351;-0.00208468176;-0.00481243525;0.0022936461;0.00525552034;0.000406324398;-0.00113907631;-0.000505128235;0.00213268958;0.00130739063;0.00107234926;-0.00209812587;0.00198921096;0.00244276831;0.00472254818;0.00153833022;0.00302823912;-0.00478678104;-0.0046185879
6,0.116027229,0,-0.249398157;0.4495143;-0.117492728;-0.110367849;-0.343479097;0.123140708;-0.365121156;0.236371502;4.91141691e-05;-0.000580713386;-0.00308314688;-0.00981313735;0.00457083341;0.00378029351;-0.00208468176;-0.00481243525;0.0022936461;0.00525552034;0.000406324398;-0.00113907631;-0.000505128235;0.00213268958;0.00130739063;0.00107234926;-0.00209812587;0.00198921096;0.00244276831;0.00472254818;0.00153833022;0.00302823912;-0.00478678104;-0.0046185879,-0.249313936;0.447759032;-0.118089706;-0.109649822;-0.341767013;0.122567214;-0.491148382;0.236369967;0.000121054494;-0.001963577;-0.00193590147;-0.0103525408;0.00554902107;0.00488340948;-0.00311287772;-0.00533160614;0.000800428214;0.00544320419;6.57522178e-05;-0.00137208472;-0.00121059734;0.00165256148;-0.000126197934;0.00105199672;-0.000937288627;0.00329888985;0.00118701113;0.00368752587;0.00275040837;0.0030125184;-0.00390001037;-0.0056808847
2,0.111329131,0,-0.249313936;0.447759032;-0.118089706;-0.109649822;-0.341767013;0.122567214;-0.491148382;0.236369967;0.000121054494;-0.001963577;-0.00193590147;-0.0103525408;0.00554902107;0.00488340948;-0.00311287772;-0.00533160614;0.000800428214;0.00544320419;6.57522178e-05;-0.00137208472;-0.00121059734;0.00165256148;-0.000126197934;0.00105199672;-0.000937288627;0.00329888985;0.00118701113;0.00368752587;0.00275040837;0.0030125184;-0.00390001037;-0.0056808847,-0.249417275;0.447940707;-0.239418834;-0.108434856;-0.341821522;0.122996688;-0.490750998;0.237177685;0.00108317228;-0.00187988044;-0.00328402547;-0.0107146055;0.00570913497;0.00446864124;-0.00292899366;-0.00645973347;-5.1789626e-05;0.00574751897;0.000900586951;-0.000623807719;2.60209199e-05;0.00135005848;-0.000607900787;-0.000348201953;0.000319318671;0.00294932583;0.00217073574;0.00419169059;0.00142709166;0.00418006862;-0.00283802557;-0.00670716958
5,-0.105363749,0,-0.249417275;0.447940707;-0.239418834;-0.108434856;-0.341821522;0.122996688;-0.490750998;0.237177685;0.00108317228;-0.00187988044;-0.00328402547;-0.0107146055;0.00570913497;0.00446864124;-0.00292899366;-0.00645973347;-5.1789626e-05;0.00574751897;0.000900586951;-0.000623807719;2.60209199e-05;0.00135005848;-0.000607900787;-0.000348201953;0.000319318671;0.00294932583;0.00217073574;0.00419169059;0.00142709166;0.00418006862;-0.00283802557;-0.00670716958,-0.248080224;0.446172804;-0.239840358;-0.109018341;-0.34017995;0.00616811216;-0.490582138;0.236345991;0.00131359755;-0.0028169537;-0.00183410163;-0.0106692826;0.00463875011;0.0032646223;-0.00362025993;-0.00793520641;-0.000366955966;0.0052755652;0.00174391968;-0.001733026;-0.000896782556;0.00206706813;-0.00187211763;0.000406499079;-0.000198730413;0.00278472342;0.00131949922;0.00374859176;0.00171880936;0.00408326276;-0.00375110121;-0.00799914822
0,0.113660626,0,-0.248080224;0.446172804;-0.239840358;-0.109018341;-0.34017995;0.00616811216;-0.490582138;0.236345991;0.00131359755;-0.0028169537;-0.00183410163;-0.0106692826;0.00463875011;0.0032646223;-0.00362025993;-0.00793520641;-0.000366955966;0.0052755652;0.00174391968;-0.001733026;-0.000896782556;0.00206706813;-0.00187211763;0.000406499079;-0.000198730413;0.00278472342;0.00131949922;0.00374859176;0.00171880936;0.00408326276;-0.00375110121;-0.00799914822,-0.371740848;0.446047187;-0.238825619;-0.108381167;-0.340532303;0.00669203606;-0.49035567;0.236293271;0.00237195706;-0.00410406664;-0.00123447017;-0.00924490299;0.00557009596;0.00255664764;-0.0030696264;-0.00720770424;0.00076671486;0.00627078395;0.00310778618;-0.000379888806;-0.000934775686;0.00339497859;-0.00321430247;0.00102150987;-0.00093822804;0.00386313302;0.000628938316;0.00450467691;0.00040529191;0.00413505733;-0.00400059437;-0.00895926636
3,0.0115521047,0,-0.371740848;0.446047187;-0.238825619;-0.108381167;-0.340532303;0.00669203606;-0.49035567;0.236293271;0.00237195706;-0.00410406664;-0.00123447017;-0.00924490299;0.00557009596;0.00255664764;-0.0030696264;-0.00720770424;0.00076671486;0.00627078395;0.00310778618;-0.000379888806;-0.000934775686;0.00339497859;-0.00321430247;0.00102150987;-0.00093822804;0.00386313302;0.000628938316;0.00450467691;0.00040529191;0.00413505733;-0.00400059437;-0.00895926636,-0.371099442;0.446027905;-0.238756597;0.0166875087;-0.340186208;0.00670204964;-0.488575518;0.234869465;0.0032286183;-0.00403046235;-0.00156967598;-0.0102805011;0.00664187735;0.0028317119;-0.00165613985;-0.00593306171;0.00129742734;0.0060739629;0.00421929453;-0.000576332619;0.000115486095;0.00415485678;-0.00462618237;0.00228253054;0.000119430479;0.00371534796;0.000278541062;0.00310605997;-0.000369666581;0.00501093734;-0.003704909;-0.00981548894
7,0.111582838,0,-0.371099442;0.446027905;-0.238756597;0.0166875087;-0.340186208;0.00670204964;-0.488575518;0.234869465;0.0032286183;-0.00403046235;-0.00156967598;-0.0102805011;0.00664187735;0.0028317119;-0.00165613985;-0.00593306171;0.00129742734;0.0060739629;0.00421929453;-0.000576332619;0.000115486095;0.00415485678;-0.00462618237;0.00228253054;0.000119430479;0.00371534796;0.000278541062;0.00310605997;-0.000369666581;0.00501093734;-0.003704909;-0.00981548894,-0.369234741;0.443662673;-0.237278417;0.017890349;-0.339622736;0.00652152114;-0.48727116;0.356452316;0.00173058372;-0.0025901834;-0.000108766137;-0.00903456658;0.00711659761;0.00348439603;-0.000301350723;-0.00556354877;0.00083020801;0.00694656465;0.00284563471;-0.00014518667;-0.00132268516;0.00481201475;-0.00482156174;0.00365000754;0.000670674373;0.00448826607;0.00114272768;0.00186631957;0.00019886333;0.0055871387;-0.00267758593;-0.0107017122
2,-0.0535077974,0,-0.369234741;0.443662673;-0.237278417;0.017890349;-0.339622736;0.00652152114;-0.48727116;0.356452316;0.00173058372;-0.0025901834;-0.000108766137;-0.00903456658;0.00711659761;0.00348439603;-0.000301350723;-0.00556354877;0.00083020801;0.00694656465;0.00284563471;-0.00014518667;-0.00132268516;0.00481201475;-0.00482156174;0.00365000754;0.000670674373;0.00448826607;0.00114272768;0.00186631957;0.00019886333;0.0055871387;-0.00267758593;-0.0107017122,-0.368439704;0.443964899;-0.353364021;0.0191891436;-0.337931037;0.00796734821;-0.484972924;0.354554743;0.000545942108;-0.00319108646;0.000924325956;-0.00961709302;0.00743161002;0.0034648052;-0.0015976351;-0.0062421374;0.000444148987;0.00783989765;0.0035874357;-0.000649114372;-0.00097271055;0.00488627469;-0.00336317485;0.00288473302;0.0016682581;0.00505539449;0.00110105088;0.00158712268;0.00027472293;0.00568275573;-0.00354344188;-0.0105439294
5,0.0785769522,0,-0.368439704;0.443964899;-0.353364021;0.0191891436;-0.337931037;0.00796734821;-0.484972924;0.354554743;0.000545942108;-0.00319108646;0.000924325956;-0.00961709302;0.00743161002;0.0034648052;-0.0015976351;-0.0062421374;0.000444148987;0.00783989765;0.0035874357;-0.000649114372;-0.00097271055;0.00488627469;-0.00336317485;0.00288473302;0.0016682581;0.00505539449;0.00110105088;0.00158712268;0.00027472293;0.00568275573;-0.00354344188;-0.0105439294,-0.368961394;0.442673832;-0.352859318;0.0190199055;-0.337533534;0.127984256;-0.484859198;0.354344457;0.00104124914;-0.00423834007;0.000592331751;-0.0108348895;0.00881446805;0.00485945726;-0.00275610806;-0.00491014216;0.000185525278;0.00837607123;0.00393432099;0.000531696423;-0.000818052155;0.00376959145;-0.002286762;0.00221796241;0.000801414775;0.00526988832;0.00210019597;0.00136507268;-0.000903246459;0.00498243794;-0.00362695241;-0.00911561493
0,0.0834540054,0,-0.368961394;0.442673832;-0.352859318;0.0190199055;-0.337533534;0.127984256;-0.484859198;0.354344457;0.00104124914;-0.00423834007;0.000592331751;-0.0108348895;0.00881446805;0.00485945726;-0.00275610806;-0.00491014216;0.000185525278;0.00837607123;0.00393432099;0.000531696423;-0.000818052155;0.00376959145;-0.002286762;0.00221796241;0.000801414775;0.00526988832;0.00210019597;0.00136507268;-0.000903246459;0.00498243794;-0.00362695241;-0.00911561493,-0.494373262;0.440803051;-0.351377159;0.0202597342;-0.337052196;0.129068241;-0.483647972;0.353870898;0.000968641078;-0.00371279055;0.00113424985;-0.0111529855;0.00917499326;0.00507129449;-0.00314818765;-0.00602418045;0.000750403036;0.00919911545;0.00477614533;4.28579224e-05;9.21993051e-05;0.00361729111;-0.00283426419;0.00215471722;-0.000250747486;0.00408925582;0.00352950161;0.0014998531;-0.00104398793;0.00590727711;-0.00259703561;-0.00988642499
4,-0.102639697,0,-0.494373262;0.440803051;-0.351377159;0.0202597342;-0.337052196;0.129068241;-0.483647972;0.353870898;0.000968641078;-0.00371279055;0.00113424985;-0.0111529855;0.00917499326;0.00507129449;-0.00314818765;-0.00602418045;0.000750403036;0.00919911545;0.00477614533;4.28579224e-05;9.21993051e-05;0.00361729111;-0.00283426419;0.00215471722;-0.000250747486;0.00408925582;0.00352950161;0.0014998531;-0.00104398793;0.00590727711;-0.00259703561;-0.00988642499,-0.494317919;0.441327751;-0.349427551;0.0216282345;-0.221509174;0.129750594;-0.481822401;0.352697879;-0.000381491554;-0.00347780343;0.00204965565;-0.0100674182;0.00865709409;0.00424277037;-0.00335326302;-0.007399444;0.000698868302;0.00844149385;0.00592391938;0.000761026866;0.00063784892;0.00498558488;-0.00274296221;0.00208019395;-0.000731187756;0.00348881702;0.00498703122;0.00188835047;0.000320027932;0.00482691452;-0.0033215452;-0.00964468718
7,0.119256161,0,-0.494317919;0.441327751;-0.349427551;0.0216282345;-0.221509174;0.129750594;-0.481822401;0.352697879;-0.000381491554;-0.00347780343;0.00204965565;-0.0100674182;0.00865709409;0.00424277037;-0.00335326302;-0.007399444;0.000698868302;0.00844149385;0.00592391938;0.000761026866;0.00063784892;0.00498558488;-0.00274296221;0.00208019395;-0.000731187756;0.00348881702;0.00498703122;0.00188835047;0.000320027932;0.00482691452;-0.0033215452;-0.00964468718,-0.492641926;0.44048968;-0.348101705;0.0207425226;-0.22046718;0.128779843;-0.479436845;0.481954038;0.000349899754;-0.0042886748;0.00334525714;-0.0106247459;0.00778518245;0.00496920384;-0.00258389767;-0.00594125595;-0.000300756132;0.00925746281;0.00633192994;0.00170407281;-0.000486979901;0.00464799255;-0.00160285679;0.00110250316;-0.000693201961;0.00465807319;0.00639215577;0.0028525549;0.000522546761;0.00570813334;-0.00311850267;-0.008864359
2,0.0132517871,0,-0.492641926;0.44048968;-0.348101705;0.0207425226;-0.22046718;0.128779843;-0.479436845;0.481954038;0.000349899754;-0.0042886748;0.00334525714;-0.0106247459;0.00778518245;0.00496920384;-0.00258389767;-0.00594125595;-0.000300756132;0.00925746281;0.00633192994;0.00170407281;-0.000486979901;0.00464799255;-0.00160285679;0.00110250316;-0.000693201961;0.00465807319;0.00639215577;0.0028525549;0.000522546761;0.00570813334;-0.00311850267;-0.008864359,-0.493093848;0.440981328;-0.222284719;0.0201583318;-0.22148256;0.129388049;-0.478714734;0.480131954;0.000868123025;-0.00425314205;0.00235237367;-0.0120032784;0.00827343576;0.00435190042;-0.0036242865;-0.00670702476;-0.00155291148;0.00940993149;0.00604739599;0.00140075979;-0.000567038252;0.00547229033;-0.00159034901;0.0021668931;-0.000317280268;0.00411486672;0.00744285341;0.00209456962;0.00115605106;0.00425905222;-0.00302699138;-0.0079211155
5,-0.102053851,1,-0.493093848;0.440981328;-0.222284719;0.0201583318;-0.22148256;0.129388049;-0.478714734;0.480131954;0.000868123025;-0.00425314205;0.00235237367;-0.0120032784;0.00827343576;0.00435190042;-0.0036242865;-0.00670702476;-0.00155291148;0.00940993149;0.00604739599;0.00140075979;-0.000567038252;0.00547229033;-0.00159034901;0.0021668931;-0.000317280268;0.00411486672;0.00744285341;0.00209456962;0.00115605106;0.00425905222;-0.00302699138;-0.0079211155,-0.492953151;0.439029217;-0.222538039;0.0201903842;-0.219919413;0.00308665028;-0.477437615;0.477823257;0.000859419932;-0.00326281623;0.00303000514;-0.0132681597;0.00923006143;0.00485530496;-0.00274791173;-0.00531863188;-0.00269060745;0.00795745756;0.00554721849;0.000140980934;-0.000154864596;0.00476278039;-0.000570614939;0.00302291452;0.000953619718;0.00429484434;0.00675087282;0.00276857452;-9.0907095e-05;0.00405193679;-0.00425236626;-0.00816022512
6,0.100884669,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.000185765341;3.08273848e-05;-0.000282893161;0.000905276043;0.00111019239;0.00134552433;-0.110884644;-0.00127897528;-0.000940166239;0.000728063169;0.00135408621;0.00147096266;0.000272667647;-0.000496284105;-0.000499731104;0.00118376338;0.000297052;-0.000720209617;-0.00048725793;0.000117090582;-0.00037570289;0.00143443677;-9.40951068e-05;-0.0011568605;0.000178373753;0.000728093495;0.000550118741;0.000470782456;0.000585767499;0.00127938052;-0.000825842319;0.00113562809
1,0.118404917,0,0.000185765341;3.08273848e-05;-0.000282893161;0.000905276043;0.00111019239;0.00134552433;-0.110884644;-0.00127897528;-0.000940166239;0.000728063169;0.00135408621;0.00147096266;0.000272667647;-0.000496284105;-0.000499731104;0.00118376338;0.000297052;-0.000720209617;-0.00048725793;0.000117090582;-0.00037570289;0.00143443677;-9.40951068e-05;-0.0011568605;0.000178373753;0.000728093495;0.000550118741;0.000470782456;0.000585767499;0.00127938052;-0.000825842319;0.00113562809,0.000398473523;0.128435746;-3.72525246e-05;0.00152992178;7.82873249e-05;-6.83366088e-05;-0.110719584;-0.00174504507;0.000394985662;-0.000137055467;0.0022244358;0.000592597935;0.00145080267;0.000393577211;-0.00122026377;0.000279058877;-0.000825601164;-2.41946545e-05;0.00054364989;5.37825836e-05;0.000856754952;0.00223324075;-0.000887271657;-0.000685503124;-0.00128952763;-0.000724205631;0.000926457113;0.00128214608;-5.20950416e-05;0.00142750458;-0.00151063455;0.00178324268
4,0.1004216,0,0.000398473523;0.128435746;-3.72525246e-05;0.00152992178;7.82873249e-05;-6.83366088e-05;-0.110719584;-0.00174504507;0.000394985662;-0.000137055467;0.0022244358;0.000592597935;0.00145080267;0.000393577211;-0.00122026377;0.000279058877;-0.000825601164;-2.41946545e-05;0.00054364989;5.37825836e-05;0.000856754952;0.00223324075;-0.000887271657;-0.000685503124;-0.00128952763;-0.000724205631;0.000926457113;0.00128214608;-5.20950416e-05;0.00142750458;-0.00151063455;0.00178324268,0.00103674631;0.126715407;-0.000926411478;0.00298338616;-0.1103433;-0.000277954969;-0.109459236;-0.000640177168;-2.81608663e-05;-0.000470736239;0.00223431806;0.000369213521;0.000534519495;0.001562302;-0.00197127229;0.000290868251;0.000235913263;0.000623496308;0.00156999403;-0.00138701859;0.000785461045;0.00133960112;-0.00119837257;-0.000210077123;-0.000249451026;-0.000932551106;0.00149030366;0.0012850397;-0.000505260599;0.00287169963;-0.00300176675;0.00310339313
7,0.106872194,0,0.00103674631;0.126715407;-0.000926411478;0.00298338616;-0.1103433;-0.000277954969;-0.109459236;-0.000640177168;-2.81608663e-05;-0.000470736239;0.00223431806;0.000369213521;0.000534519495;0.001562302;-0.00197127229;0.000290868251;0.000235913263;0.000623496308;0.00156999403;-0.00138701859;0.000785461045;0.00133960112;-0.00119837257;-0.000210077123;-0.000249451026;-0.000932551106;0.00149030366;0.0012850397;-0.000505260599;0.00287169963;-0.00300176675;0.00310339313,-0.000108308392;0.125675201;-0.00031927391;0.00441989303;-0.111579254;-0.00161133078;-0.108282693;0.116232052;-0.00102695543;-0.00140740629;0.00236781733;-0.00054815074;0.000205816526;0.00204485096;-0.00314856088;-0.00119961554;-0.000581609551;0.00131657068;0.000258890679;-0.00200730329;-0.000635155477;0.00112520996;-0.00179592986;0.000371528004;0.000801537826;-0.00133160688;0.00292986026;0.0010238539;-0.00140589115;0.0038355682;-0.00276028388;0.00239009131
3,-0.0547832251,0,-0.000108308392;0.125675201;-0.00031927391;0.00441989303;-0.111579254;-0.00161133078;-0.108282693;0.116232052;-0.00102695543;-0.00140740629;0.00236781733;-0.00054815074;0.000205816526;0.00204485096;-0.00314856088;-0.00119961554;-0.000581609551;0.00131657068;0.000258890679;-0.00200730329;-0.000635155477;0.00112520996;-0.00179592986;0.000371528004;0.000801537826;-0.00133160688;0.00292986026;0.0010238539;-0.00140589115;0.0038355682;-0.00276028388;0.00239009131,-0.000521431793;0.126363695;-0.000302088098;-0.119344674;-0.112549461;-0.00155724841;-0.108546719;0.114803858;-0.00195021811;-0.00116102002;0.00367836305;7.10311579e-05;-0.000510122685;0.00115023227;-0.00375226769;-0.000942368875;-0.000314092904;0.00209211255;0.000857173465;-0.0010552411;0.00058924075;0.00154609233;-0.000993331661;-0.00106750475;0.00200442923;-0.00266556628;0.00295112003;0.00177055388;-0.000943384366;0.0046024248;-0.00201802002;0.00370089407
6,0.11003121,0,-0.000521431793;0.126363695;-0.000302088098;-0.119344674;-0.112549461;-0.00155724841;-0.108546719;0.114803858;-0.00195021811;-0.00116102002;0.00367836305;7.10311579e-05;-0.000510122685;0.00115023227;-0.00375226769;-0.000942368875;-0.000314092904;0.00209211255;0.000857173465;-0.0010552411;0.00058924075;0.00154609233;-0.000993331661;-0.00106750475;0.00200442923;-0.00266556628;0.00295112003;0.00177055388;-0.000943384366;0.0046024248;-0.00201802002;0.00370089407,-0.000634217286;0.125675231;0.00101525779;-0.119333275;-0.113025755;-0.00184889906;-0.228577942;0.115929149;-0.000629379647;-0.000888311886;0.00319805066;-0.00120622688;-0.00183472619;0.0021563177;-0.00425092969;-0.00195314502;0.000121086254;0.00343515538;0.000208276557;-0.000784594798;0.000566745817;0.00190621102;-0.000407175103;-0.00160333421;0.00244693272;-0.00409781374;0.00154820899;0.00107002317;-0.00233989814;0.00567125482;-0.00308444491;0.00308462093
1,0.117534392,0,-0.000634217286;0.125675231;0.00101525779;-0.119333275;-0.113025755;-0.00184889906;-0.228577942;0.115929149;-0.000629379647;-0.000888311886;0.00319805066;-0.00120622688;-0.00183472619;0.0021563177;-0.00425092969;-0.00195314502;0.000121086254;0.00343515538;0.000208276557;-0.000784594798;0.000566745817;0.00190621102;-0.000407175103;-0.00160333421;0.00244693272;-0.00409781374;0.00154820899;0.00107002317;-0.00233989814;0.00567125482;-0.00308444491;0.00308462093,-0.00137916859;0.253209651;0.00213616528;-0.118675441;-0.111727044;-0.00261630281;-0.22928369;0.11698015;-0.0017302467;-0.00101494533;0.00252380315;-0.000514874468;-0.00316621689;0.00215003872;-0.00307937851;-0.0020116237;-0.000874125166;0.00202923082;0.00161932677;-0.000831504876;0.000727251871;0.0005798114;-0.000284333539;-0.00228520134;0.00284670386;-0.00499151461;0.00298081641;0.000160137191;-0.00310369069;0.00644947682;-0.00352393696;0.00200488232
4,0.112652533,0,-0.00137916859;0.253209651;0.00213616528;-0.118675441;-0.111727044;-0.00261630281;-0.22928369;0.11698015;-0.0017302467;-0.00101494533;0.00252380315;-0.000514874468;-0.00316621689;0.00215003872;-0.00307937851;-0.0020116237;-0.000874125166;0.00202923082;0.00161932677;-0.000831504876;0.000727251871;0.0005798114;-0.000284333539;-0.00228520134;0.00284670386;-0.00499151461;0.00298081641;0.000160137191;-0.00310369069;0.00644947682;-0.00352393696;0.00200488232,-0.000230245874;0.252562642;0.00197374495;-0.118950509;-0.234379575;-0.00223523402;-0.227817371;0.115800142;-0.00129606633;-0.00176119409;0.00104556105;-0.000285947608;-0.00193718029;0.000824544928;-0.00177141838;-0.0018618207;-0.000368971843;0.00167037942;0.00289421482;-0.00200024876;0.000158354815;0.000682912068;-0.00114898663;-0.000968417618;0.00323898438;-0.00622749003;0.00216348167;0.000843895948;-0.00237711123;0.00624338351;-0.00367780658;0.00308684586
0,0.113291495,0,-0.000230245874;0.252562642;0.00197374495;-0.118950509;-0.234379575;-0.00223523402;-0.227817371;0.115800142;-0.00129606633;-0.00176119409;0.00104556105;-0.000285947608;-0.00193718029;0.000824544928;-0.00177141838;-0.0018618207;-0.000368971843;0.00167037942;0.00289421482;-0.00200024876;0.000158354815;0.000682912068;-0.00114898663;-0.000968417618;0.00323898438;-0.00622749003;0.00216348167;0.000843895948;-0.00237711123;0.00624338351;-0.00367780658;0.00308684586,-0.12352173;0.252772927;0.00255851075;-0.118059039;-0.233091235;-0.00324464217;-0.227782473;0.114880539;-0.00272483146;-0.000974709983;-0.000254934654;-0.00168058043;-0.00278378837;0.00226588151;-0.00177061139;-0.00323245209;-0.000926798559;0.00254361192;0.00214814465;-0.003189279;-0.000814278435;-0.000403995742;-0.000730695261;0.000196200912;0.00176358689;-0.0069120517;0.00173105288;0.000713732443;-0.00329460576;0.00552438386;-0.00360604678;0.00283462694
3,0.044541955,0,-0.12352173;0.252772927;0.00255851075;-0.118059039;-0.233091235;-0.00324464217;-0.227782473;0.114880539;-0.00272483146;-0.000974709983;-0.000254934654;-0.00168058043;-0.00278378837;0.00226588151;-0.00177061139;-0.00323245209;-0.000926798559;0.00254361192;0.00214814465;-0.003189279;-0.000814278435;-0.000403995742;-0.000730695261;0.000196200912;0.00176358689;-0.0069120517;0.00173105288;0.000713732443;-0.00329460576;0.00552438386;-0.00360604678;0.00283462694,-0.123551592;0.253216445;0.00402947981;-0.00662446581;-0.233612835;-0.00255285436;-0.227886096;0.114699095;-0.00312126172;-0.00218076329;-0.00117583841;-0.00152329705;-0.00156182284;0.00297045964;-0.0030301935;-0.00327432924;-0.00195627753;0.00385687919;0.00236298121;-0.00409230078;-0.00221478567;0.000197860645;-0.000423239107;0.0011254868;0.00154815125;-0.00640268903;0.00130976806;-0.000145898317;-0.00354367914;0.00438217074;-0.00472628698;0.00305039692
6,0.104343884,0,-0.123551592;0.253216445;0.00402947981;-0.00662446581;-0.233612835;-0.00255285436;-0.227886096;0.114699095;-0.00312126172;-0.00218076329;-0.00117583841;-0.00152329705;-0.00156182284;0.00297045964;-0.0030301935;-0.00327432924;-0.00195627753;0.00385687919;0.00236298121;-0.00409230078;-0.00221478567;0.000197860645;-0.000423239107;0.0011254868;0.00154815125;-0.00640268903;0.00130976806;-0.000145898317;-0.00354367914;0.00438217074;-0.00472628698;0.00305039692,-0.123581387;0.251391143;0.00289520458;-0.00572791137;-0.231673717;-0.00289910939;-0.342229962;0.11465393;-0.00194554869;-0.00259193568;8.95877602e-05;-0.00183110719;-0.00241440232;0.00161827565;-0.00299033616;-0.00425509224;-0.00104136474;0.00431889668;0.00209526601;-0.00415652525;-0.00348097715;0.000246585958;-0.000687896274;0.00018505624;0.000992695452;-0.00753746321;0.000735145179;-0.000286362716;-0.00230297027;0.00433827564;-0.00329020526;0.00382629409
1,0.117526405,0,-0.123581387;0.251391143;0.00289520458;-0.00572791137;-0.231673717;-0.00289910939;-0.342229962;0.11465393;-0.00194554869;-0.00259193568;8.95877602e-05;-0.00183110719;-0.00241440232;0.00161827565;-0.00299033616;-0.00425509224;-0.00104136474;0.00431889668;0.00209526601;-0.00415652525;-0.00348097715;0.000246585958;-0.000687896274;0.00018505624;0.000992695452;-0.00753746321;0.000735145179;-0.000286362716;-0.00230297027;0.00433827564;-0.00329020526;0.00382629409,-0.124427937;0.378917515;0.0034009614;-0.00688131945;-0.230251789;-0.003183797;-0.340366811;0.113181069;-0.00122042745;-0.00190171693;-0.000282117253;-0.00114986056;-0.00384871894;0.00276638777;-0.00245065289;-0.00495154317;-0.00103952596;0.00383039052;0.00316790235;-0.00362071954;-0.00314147281;-0.000428606349;-0.000930820708;0.00155203894;-0.000417147065;-0.00852015149;0.000920702005;-5.30565449e-05;-0.00110968424;0.00548835378;-0.00325374934;0.00411685603
